tll_id,tll_name,tll_brand,tll_category,historical_map_status,historical_shopify_product_id,historical_shopify_variant_id,supplier_sku,supplier_feed_name,supplier_feed_size,supplier_feed_barcode,supplier_feed_tax_flag,historical_retail_gbp,supplier_feed_price_gbp,supplier_nutrition_text_present,review_flags
abffbfcd-c048-4c70-9cb9-50798fd97d9f,One Stop Xtreme,Reflex Nutrition,post-workout,MAPPED_2026-09-14_UNVERIFIED,16033587691850,63506379800906,REF130,Reflex Nutrition One Stop Xtreme 4.35kg Blueberry,4.35kg,5033579001883,VAT,45.0,45.75,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
adaa37c1-d577-4dd4-bed6-c1165f7fc31f,Electrolytes,Darkstims,hydration,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
b752e616-1a03-4e48-8767-602ec3957cb3,Pre JYM,JYM Supplement Science,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
b9058eef-f71a-49f7-9672-a264d1a09614,Whey Protein,Warrior,whey,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
b97c46b1-5a5a-4a43-ab70-e27ab14d1e1c,Complete EAA,Bulk,eaas,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
b9d40664-1e1f-4488-8fec-9e053aafcccb,Essential Amino Energy,Optimum Nutrition,eaas,MAPPED_2026-09-14_UNVERIFIED,16033590083914,63506387009866,OPT005,Optimum Nutrition AmiNO Energy 270g Fruit Fusion,270g,5060245607445,VAT,21.99,15.81,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
ba7dbeae-efd5-4edd-bde7-a75a221aa83e,Prebiotic Inulin Fibre Powder,MyProtein,gut-digestion,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
bb1576f2-90e5-4801-b8ab-33e7c9233d03,Whey Isolate,Supplement Needs,whey-isolate,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
be251f51-6584-43fe-b9e8-9c7c80bb0d19,Creapure Creatine,MyProtein,creatine,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
c0f8dde0-6555-4449-9877-3c7ccd410339,ABE (All Black Everything),Applied Nutrition,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
c2293c0e-55ad-43e0-94e7-395121b711d3,Strawberry Mango BCAA,Grenade,eaas,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
c3bc42b5-d5c0-404a-8805-7781ad4605fd,Multi Vitamin and Mineral PRO,Supplement Needs,vitamin,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
c44236d9-b790-4d5f-8f07-ec57eeee5b9c,Impact Hydration,MyProtein,hydration,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
c8c43264-f973-49a6-87c6-845123603583,Creatine Monohydrate,Applied Nutrition,creatine,MAPPED_2026-09-14_UNVERIFIED,16033576943946,63506302173514,APP449,Applied Nutrition Creatine Monohydrate 250g Unflavoured,250g,5056555206218,VAT,24.95,7.45,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
c98931d9-0468-4856-974f-332b2b12b129,Hydramax,Strom Sports Nutrition,hydration,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
ca25a9aa-7a1c-4e48-ad97-9774001df070,Whey,CNP,whey,MAPPED_2026-09-14_UNVERIFIED,16037754536266,63535203123530,CNP300,CNP Professional Whey 2kg Strawberry,2kg,,VAT,29.99,38.99,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
ca29a5ef-6376-48ce-953c-6b034050f2f3,Vitamin D3 4000IU,Bulk,vitamin-d,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
cc01d814-fe1a-42a8-afbd-465348aad757,Defend,HR Labs,cycle-support,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
cd43b718-9188-4cd1-8125-897cf3437bdd,JP Hydration,TrainedByJP,hydration,MAPPED_2026-09-14_UNVERIFIED,16033588609354,63506383601994,TBJ133,Trained By JP Hydration 300g Apple Melon,300g,643985588196,VAT,29.99,11.88,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
cd61dcae-52e3-4e85-8bac-c3abe7c68ffc,Micellar Casein,MyProtein,casein,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
cefa4a30-be66-4083-ac36-e55d9325e39e,Vitamin B12 Dual Power,Nutrition Geeks,vitamin,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
cf86f3db-2a7d-4438-b941-0dd4bc7afa25,Complete Sleep,Bulk,sleep-recovery,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
d09943d3-3d37-4349-b34e-6f73a288e7c0,Isolate Pro,Reflex Nutrition,whey-isolate,MAPPED_2026-09-14_UNVERIFIED,16037754667338,63535203352906,REF170,Reflex Nutrition Isolate Pro 1.8kg Chocolate,1.8kg,5033579002675,VAT,64.99,47.68,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
d13719b0-5995-45c6-b45d-eea6e3d3b63a,Night Recovery,PhD Nutrition,casein,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
d14398e7-ff1b-4108-b90d-a6ba3b6c30fd,Menace,Naughty Boy,pre-workout,MAPPED_2026-09-14_UNVERIFIED,16033578680650,63506313937226,NAU180,Naughty Boy Menace V2 420g Sour Blue Razz,420g,5061071620370,VAT,34.99,18.96,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
d1660e89-00db-4abc-bb9f-190c81b617c4,Impact Creatine,MyProtein,creatine,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
d5707d0e-4bd4-4b3e-9ee9-c488a8a52b26,Gold Standard 100% Isolate,Optimum Nutrition,whey-isolate,MAPPED_2026-09-14_UNVERIFIED,16037754732874,63535203549514,OPT156,Optimum Nutrition Gold Standard 100% Isolate 930g Chocolate,930g,5060469987538,VAT,39.99,39.31,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
d6daeb9d-85c6-4e5f-80ff-648e689bc0e3,Vitamin D3 and K2 (MK-7),Supplement Needs,vitamin,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
d95c83de-5a09-4bf4-9c78-7480c368e9bd,Synergy ISO-7,PhD Nutrition,post-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
d9f73f59-0366-4949-99e8-2ea520b1c8d7,Macro Munch (Chocolate Hazelnut),Bulk,protein-bar,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
